Model,MSO64B
Channel,CH1,,Channel,CH2,,Channel,REF1,,Channel,REF2
Label,,,Label,,,Label,CH1,,Label,CH2
Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG
Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s
Sample Interval,8.00000000e-10,,Sample Interval,8.00000000e-10,,Sample Interval,8.00000000e-10,,Sample Interval,8.00000000e-10
Record Length,5000,,Record Length,5000,,Record Length,5000,,Record Length,5000
Zero Index,349.87500000,,Zero Index,349.87500000,,Zero Index,349.11328125,,Zero Index,349.11328125
Vertical Units,V,,Vertical Units,V,,Vertical Units,V,,Vertical Units,V
,,,,,,,,,,
ANALOG_Thumbnail,,,ANALOG_Thumbnail,,,yOffset,0.000000,,yOffset,0.000000,,yOffset,0.000000,,yOffset,0.000000
yPosition,2.160000,,yPosition,2.180000,,yPosition,2.160000,,yPosition,2.180000

Labels,,,,Labels,CH1,,Labels,CH2
-2.42300000e-07,9.00000000e-03,1.55468750e-02,,-2.41690625e-07,5.87499980e-03,,-2.41690625e-07,8.75000004e-03
-2.41500000e-07,3.81250000e-03,1.06250000e-02,,-2.40890625e-07,5.15625020e-03,,-2.40890625e-07,6.09374978e-03
-2.40700000e-07,6.34375000e-03,3.59375000e-03,,-2.40090625e-07,4.34374996e-03,,-2.40090625e-07,6.87499996e-03
-2.39900000e-07,6.75000000e-03,1.96093750e-02,,-2.39290625e-07,1.07187498e-02,,-2.39290625e-07,1.54687501e-02
-2.39100000e-07,3.46875000e-03,2.03125000e-02,,-2.38490625e-07,1.03124999e-03,,-2.38490625e-07,6.56249980e-03
-2.38300000e-07,4.84375000e-03,1.37500000e-02,,-2.37690625e-07,8.62499978e-03,,-2.37690625e-07,1.29687497e-02
-2.37500000e-07,3.71875000e-03,7.81250000e-03,,-2.36890625e-07,1.24999997e-03,,-2.36890625e-07,1.97656248e-02
-2.36700000e-07,4.40625000e-03,4.76562500e-03,,-2.36090625e-07,9.90625005e-03,,-2.36090625e-07,1.04687503e-02
-2.35900000e-07,5.18750000e-03,1.14062500e-02,,-2.35290625e-07,4.81249997e-03,,-2.35290625e-07,1.25781251e-02
-2.35100000e-07,9.46875000e-03,9.29687500e-03,,-2.34490625e-07,5.37500018e-03,,-2.34490625e-07,6.56249980e-03
-2.34300000e-07,4.18750000e-03,6.71875000e-03,,-2.33690625e-07,3.31249996e-03,,-2.33690625e-07,1.66406259e-02
-2.33500000e-07,4.34375000e-03,1.67968750e-02,,-2.32890625e-07,1.02500003e-02,,-2.32890625e-07,2.42187502e-03
-2.32700000e-07,7.50000000e-03,1.29687500e-02,,-2.32090625e-07,3.81250004e-03,,-2.32090625e-07,1.02343746e-02
-2.31900000e-07,5.93750000e-04,4.60937500e-03,,-2.31290625e-07,9.06249974e-03,,-2.31290625e-07,9.14062466e-03
-2.31100000e-07,4.93750000e-03,1.40625000e-03,,-2.30490625e-07,8.65625031e-03,,-2.30490625e-07,-1.17187505e-03
-2.30300000e-07,3.87500000e-03,-4.29687500e-03,,-2.29690625e-07,1.05625000e-02,,-2.29690625e-07,1.16406251e-02
-2.29500000e-07,4.50000000e-03,7.81250000e-03,,-2.28890625e-07,3.18749994e-03,,-2.28890625e-07,7.26562506e-03
-2.28700000e-07,3.03125000e-03,1.08593750e-02,,-2.28090625e-07,8.28124955e-03,,-2.28090625e-07,8.12499970e-03
-2.27900000e-07,1.07187500e-02,1.27343750e-02,,-2.27290625e-07,8.24999996e-03,,-2.27290625e-07,1.48437498e-03
-2.27100000e-07,5.06250000e-03,5.39062500e-03,,-2.26490625e-07,6.09374978e-03,,-2.26490625e-07,1.35937501e-02
-2.26300000e-07,1.10000000e-02,1.02343750e-02,,-2.25690625e-07,5.81250014e-03,,-2.25690625e-07,1.05468752e-02
-2.25500000e-07,5.59375000e-03,1.00781250e-02,,-2.24890625e-07,6.93750009e-03,,-2.24890625e-07,2.81250011e-03
-2.24700000e-07,4.18750000e-03,1.20312500e-02,,-2.24090625e-07,8.21875036e-03,,-2.24090625e-07,8.98437481e-03
-2.23900000e-07,2.28125000e-03,7.96875000e-03,,-2.23290625e-07,5.90624986e-03,,-2.23290625e-07,1.47656249e-02
-2.23100000e-07,6.68750000e-03,1.46875000e-02,,-2.22490625e-07,5.15625020e-03,,-2.22490625e-07,1.45312501e-02
-2.22300000e-07,3.34375000e-03,1.17187500e-03,,-2.21690625e-07,6.21875003e-03,,-2.21690625e-07,4.60937480e-03
-2.21500000e-07,1.04687500e-02,7.03125000e-03,,-2.20890625e-07,3.34375002e-03,,-2.20890625e-07,1.47656249e-02
-2.20700000e-07,3.59375000e-03,5.31250000e-03,,-2.20090625e-07,7.90624972e-03,,-2.20090625e-07,7.10937520e-03
-2.19900000e-07,1.03125000e-02,3.04687500e-03,,-2.19290625e-07,2.43750005e-03,,-2.19290625e-07,9.45312530e-03
-2.19100000e-07,3.09375000e-03,1.22656250e-02,,-2.18490625e-07,8.81250016e-03,,-2.18490625e-07,3.28124990e-03
-2.18300000e-07,3.50000000e-03,8.75000000e-03,,-2.17690625e-07,1.00000005e-03,,-2.17690625e-07,4.99999989e-03
-2.17500000e-07,8.71875000e-03,8.20312500e-03,,-2.16890625e-07,1.01250000e-02,,-2.16890625e-07,7.49999983e-03
-2.16700000e-07,1.13125000e-02,1.08593750e-02,,-2.16090625e-07,2.93749990e-03,,-2.16090625e-07,9.53125022e-03
-2.15900000e-07,4.53125000e-03,1.66406250e-02,,-2.15290625e-07,8.59375019e-03,,-2.15290625e-07,1.39062498e-02
-2.15100000e-07,6.53125000e-03,1.25000000e-02,,-2.14490625e-07,6.15624990e-03,,-2.14490625e-07,-1.24999997e-03
-2.14300000e-07,7.59375000e-03,3.90625000e-03,,-2.13690625e-07,6.71875011e-03,,-2.13690625e-07,1.16406251e-02
-2.13500000e-07,4.96875000e-03,1.64062500e-03,,-2.12890625e-07,3.87499994e-03,,-2.12890625e-07,3.35937506e-03
-2.12700000e-07,3.68750000e-03,1.15625000e-02,,-2.12090625e-07,6.78124977e-03,,-2.12090625e-07,5.70312515e-03
-2.11900000e-07,1.90625000e-03,5.46875000e-03,,-2.11290625e-07,3.81250004e-03,,-2.11290625e-07,1.08593749e-02
-2.11100000e-07,6.71875000e-03,1.88281250e-02,,-2.10490625e-07,4.68750019e-03,,-2.10490625e-07,1.00781247e-02
-2.10300000e-07,4.53125000e-03,5.70312500e-03,,-2.09690625e-07,2.87500001e-03,,-2.09690625e-07,9.45312530e-03
-2.09500000e-07,4.12500000e-03,5.62500000e-03,,-2.08890625e-07,4.21875017e-03,,-2.08890625e-07,1.27343750e-02
-2.08700000e-07,8.34375000e-03,8.82812500e-03,,-2.08090625e-07,5.09375008e-03,,-2.08090625e-07,1.39062498e-02
-2.07900000e-07,2.56250000e-03,1.60937500e-02,,-2.07290625e-07,5.12500014e-03,,-2.07290625e-07,5.85937500e-03
-2.07100000e-07,1.07812500e-02,9.76562500e-03,,-2.06490625e-07,3.21875000e-03,,-2.06490625e-07,2.18750001e-03
-2.06300000e-07,5.68750000e-03,1.27343750e-02,,-2.05690625e-07,4.78124991e-03,,-2.05690625e-07,1.01562496e-02
-2.05500000e-07,7.28125000e-03,4.45312500e-03,,-2.04890625e-07,9.81250033e-03,,-2.04890625e-07,3.35937506e-03
-2.04700000e-07,9.96875000e-03,6.32812500e-03,,-2.04090625e-07,9.59375035e-03,,-2.04090625e-07,5.70312515e-03
-2.03900000e-07,8.03125000e-03,1.19531250e-02,,-2.03290625e-07,2.56250007e-03,,-2.03290625e-07,8.82812496e-03
-2.03100000e-07,-1.25000000e-04,2.10937500e-03,,-2.02490625e-07,8.03124998e-03,,-2.02490625e-07,1.14843752e-02
-2.02300000e-07,1.00625000e-02,7.50000000e-03,,-2.01690625e-07,1.10312495e-02,,-2.01690625e-07,8.04687478e-03
-2.01500000e-07,7.84375000e-03,1.56250000e-03,,-2.00890625e-07,4.40625008e-03,,-2.00890625e-07,4.21875017e-03
-2.00700000e-07,5.50000000e-03,1.03906250e-02,,-2.00090625e-07,1.21875003e-03,,-2.00090625e-07,1.14843752e-02
-1.99900000e-07,-2.28125000e-03,1.34375000e-02,,-1.99290625e-07,6.53125020e-03,,-1.99290625e-07,3.35937506e-03
-1.99100000e-07,6.37500000e-03,9.37500000e-03,,-1.98490625e-07,7.24999979e-03,,-1.98490625e-07,8.35937541e-03
-1.98300000e-07,4.09375000e-03,1.74218750e-02,,-1.97690625e-07,5.90624986e-03,,-1.97690625e-07,8.75000004e-03
-1.97500000e-07,6.06250000e-03,6.40625000e-03,,-1.96890625e-07,2.00000009e-03,,-1.96890625e-07,4.29687509e-03
-1.96700000e-07,1.31250000e-03,1.22656250e-02,,-1.96090625e-07,6.68750005e-03,,-1.96090625e-07,1.96093749e-02
-1.95900000e-07,1.21250000e-02,1.30468750e-02,,-1.95290625e-07,2.21875007e-03,,-1.95290625e-07,1.97656248e-02
-1.95100000e-07,2.50000000e-03,2.10937500e-03,,-1.94490625e-07,8.68749991e-03,,-1.94490625e-07,1.37499999e-02
-1.94300000e-07,1.06250000e-02,1.28125000e-02,,-1.93690625e-07,3.00000003e-03,,-1.93690625e-07,1.25781251e-02
-1.93500000e-07,2.56250000e-03,1.00000000e-02,,-1.92890625e-07,4.18750010e-03,,-1.92890625e-07,1.44531252e-02
-1.92700000e-07,4.59375000e-03,1.25781250e-02,,-1.92090625e-07,6.53125020e-03,,-1.92090625e-07,1.11718746e-02
-1.91900000e-07,8.50000000e-03,-1.25000000e-03,,-1.91290625e-07,5.68749988e-03,,-1.91290625e-07,9.14062466e-03
-1.91100000e-07,1.44375000e-02,9.60937500e-03,,-1.90490625e-07,2.09375005e-03,,-1.90490625e-07,3.35937506e-03
-1.90300000e-07,-5.62500000e-04,8.12500000e-03,,-1.89690625e-07,8.09375010e-03,,-1.89690625e-07,1.27343750e-02
-1.89500000e-07,2.28125000e-03,1.26562500e-02,,-1.88890625e-07,5.93749993e-03,,-1.88890625e-07,5.23437513e-03
-1.88700000e-07,4.81250000e-03,3.35937500e-03,,-1.88090625e-07,8.93750042e-03,,-1.88090625e-07,8.20312463e-03
-1.87900000e-07,6.28125000e-03,7.50000000e-03,,-1.87290625e-07,2.43750005e-03,,-1.87290625e-07,8.04687478e-03
-1.87100000e-07,6.75000000e-03,7.57812500e-03,,-1.86490625e-07,1.01875002e-02,,-1.86490625e-07,1.27343750e-02
-1.86300000e-07,9.81250000e-03,1.21093750e-02,,-1.85690625e-07,1.96875003e-03,,-1.85690625e-07,4.60937480e-03
-1.85500000e-07,4.62500000e-03,6.09375000e-03,,-1.84890625e-07,1.04062501e-02,,-1.84890625e-07,2.26562493e-03
-1.84700000e-07,6.25000000e-03,1.60937500e-02,,-1.84090625e-07,4.18750010e-03,,-1.84090625e-07,7.57812522e-03
-1.83900000e-07,6.34375000e-03,7.89062500e-03,,-1.83290625e-07,6.06250018e-03,,-1.83290625e-07,1.28124999e-02
-1.83100000e-07,6.34375000e-03,1.40625000e-02,,-1.82490625e-07,5.03124995e-03,,-1.82490625e-07,6.56249980e-03
-1.82300000e-07,5.34375000e-03,3.20312500e-03,,-1.81690625e-07,9.49999969e-03,,-1.81690625e-07,5.54687483e-03
-1.81500000e-07,5.25000000e-03,4.92187500e-03,,-1.80890625e-07,7.34374998e-03,,-1.80890625e-07,4.14062478e-03
-1.80700000e-07,4.62500000e-03,7.50000000e-03,,-1.80090625e-07,1.07187498e-02,,-1.80090625e-07,1.09374998e-02
-1.79900000e-07,3.59375000e-03,1.14062500e-02,,-1.79290625e-07,8.62499978e-03,,-1.79290625e-07,6.64062519e-03
-1.79100000e-07,4.68750000e-03,3.43750000e-03,,-1.78490625e-07,1.18437503e-02,,-1.78490625e-07,4.92187496e-03
-1.78300000e-07,9.84375000e-03,1.41406250e-02,,-1.77690625e-07,1.68750004e-03,,-1.77690625e-07,4.14062478e-03
-1.77500000e-07,-2.12500000e-03,5.93750000e-03,,-1.76890625e-07,8.46874993e-03,,-1.76890625e-07,6.40624994e-03
-1.76700000e-07,7.78125000e-03,7.50000000e-03,,-1.76090625e-07,9.43749957e-03,,-1.76090625e-07,1.40624996e-02
-1.75900000e-07,4.62500000e-03,-4.68750000e-04,,-1.75290625e-07,5.59375016e-03,,-1.75290625e-07,2.10937508e-03
-1.75100000e-07,1.33750000e-02,1.76562500e-02,,-1.74490625e-07,6.81249984e-03,,-1.74490625e-07,1.69531256e-02
-1.74300000e-07,3.75000000e-04,7.81250000e-03,,-1.73690625e-07,6.18749997e-03,,-1.73690625e-07,1.25781251e-02
-1.73500000e-07,6.21875000e-03,1.08593750e-02,,-1.72890625e-07,9.84374993e-03,,-1.72890625e-07,1.40624996e-02
-1.72700000e-07,3.34375000e-03,2.03125000e-03,,-1.72090625e-07,7.00000022e-03,,-1.72090625e-07,1.65624991e-02
-1.71900000e-07,7.18750000e-03,1.75781250e-02,,-1.71290625e-07,8.53125006e-03,,-1.71290625e-07,1.63281243e-02
-1.71100000e-07,5.31250000e-03,3.90625000e-04,,-1.70490625e-07,6.37499988e-03,,-1.70490625e-07,-7.81249983e-05
-1.70300000e-07,9.93750000e-03,6.48437500e-03,,-1.69690625e-07,5.71874995e-03,,-1.69690625e-07,1.82031244e-02
-1.69500000e-07,3.53125000e-03,8.59375000e-03,,-1.68890625e-07,9.96875018e-03,,-1.68890625e-07,4.21875017e-03
-1.68700000e-07,1.00937500e-02,8.82812500e-03,,-1.68090625e-07,2.40624999e-03,,-1.68090625e-07,1.28906248e-02
-1.67900000e-07,3.56250000e-03,0.00000000e+00,,-1.67290625e-07,3.37500009e-03,,-1.67290625e-07,3.59375007e-03
-1.67100000e-07,4.06250000e-03,1.79687500e-03,,-1.66490625e-07,9.34374984e-03,,-1.66490625e-07,-3.59375007e-03
-1.66300000e-07,6.40625000e-03,2.34375000e-04,,-1.65690625e-07,1.25000002e-02,,-1.65690625e-07,1.28906248e-02
-1.65500000e-07,9.43750000e-03,7.18750000e-03,,-1.64890625e-07,4.34374996e-03,,-1.64890625e-07,2.03124993e-03
-1.64700000e-07,6.09375000e-03,5.46875000e-03,,-1.64090625e-07,8.31250008e-03,,-1.64090625e-07,9.60937515e-03
-1.63900000e-07,3.84375000e-03,2.50000000e-03,,-1.63290625e-07,7.15625007e-03,,-1.63290625e-07,-5.46875002e-04
-1.63100000e-07,6.96875000e-03,1.49218750e-02,,-1.62490625e-07,1.13749998e-02,,-1.62490625e-07,3.12500005e-03
-1.62300000e-07,5.46875000e-03,9.37500000e-03,,-1.61690625e-07,5.90624986e-03,,-1.61690625e-07,7.03124981e-03
-1.61500000e-07,1.28125000e-03,8.82812500e-03,,-1.60890625e-07,1.00624999e-02,,-1.60890625e-07,1.14843752e-02
-1.60700000e-07,2.96875000e-03,7.50000000e-03,,-1.60090625e-07,2.87500001e-03,,-1.60090625e-07,3.51562491e-03
-1.59900000e-07,9.03125000e-03,6.17187500e-03,,-1.59290625e-07,8.59375019e-03,,-1.59290625e-07,1.16406251e-02
-1.59100000e-07,8.40625000e-03,1.35937500e-02,,-1.58490625e-07,8.18749983e-03,,-1.58490625e-07,5.39062498e-03
-1.58300000e-07,7.81250000e-03,8.59375000e-03,,-1.57690625e-07,5.06250001e-03,,-1.57690625e-07,1.28906248e-02
-1.57500000e-07,9.40625000e-03,1.21875000e-02,,-1.56890625e-07,7.78124994e-03,,-1.56890625e-07,4.60937480e-03
-1.56700000e-07,5.25000000e-03,7.18750000e-03,,-1.56090625e-07,9.43749957e-03,,-1.56090625e-07,5.07812481e-03
-1.55900000e-07,7.18750000e-03,6.25000000e-03,,-1.55290625e-07,3.40624992e-03,,-1.55290625e-07,1.54687501e-02
-1.55100000e-07,5.53125000e-03,9.37500000e-03,,-1.54490625e-07,2.34375009e-03,,-1.54490625e-07,1.45312501e-02
-1.54300000e-07,6.12500000e-03,8.59375000e-04,,-1.53690625e-07,1.01562496e-02,,-1.53690625e-07,6.56249980e-03
-1.53500000e-07,8.96875000e-03,1.29687500e-02,,-1.52890625e-07,1.36562502e-02,,-1.52890625e-07,3.51562491e-03
-1.52700000e-07,9.78125000e-03,7.96875000e-03,,-1.52090625e-07,5.46874991e-03,,-1.52090625e-07,1.40624996e-02
-1.51900000e-07,2.25000000e-03,1.21093750e-02,,-1.51290625e-07,7.37500004e-03,,-1.51290625e-07,5.23437513e-03
-1.51100000e-07,3.53125000e-03,7.03125000e-04,,-1.50490625e-07,1.09374998e-02,,-1.50490625e-07,3.59375007e-03
-1.50300000e-07,7.75000000e-03,4.45312500e-03,,-1.49690625e-07,5.65624982e-03,,-1.49690625e-07,7.57812522e-03
-1.49500000e-07,7.90625000e-03,1.75000000e-02,,-1.48890625e-07,7.40625011e-03,,-1.48890625e-07,1.27343750e-02
-1.48700000e-07,2.65625000e-03,7.89062500e-03,,-1.48090625e-07,3.78124998e-03,,-1.48090625e-07,-6.24999986e-04
-1.47900000e-07,1.14062500e-02,5.54687500e-03,,-1.47290625e-07,7.34374998e-03,,-1.47290625e-07,5.85937500e-03
-1.47100000e-07,3.34375000e-03,8.82812500e-03,,-1.46490625e-07,4.78124991e-03,,-1.46490625e-07,1.60937496e-02
-1.46300000e-07,8.84375000e-03,1.20312500e-02,,-1.45690625e-07,5.28124999e-03,,-1.45690625e-07,1.19531248e-02
-1.45500000e-07,3.68750000e-03,5.31250000e-03,,-1.44890625e-07,7.62500009e-03,,-1.44890625e-07,9.45312530e-03
-1.44700000e-07,1.04062500e-02,1.64062500e-03,,-1.44090625e-07,8.34374968e-03,,-1.44090625e-07,1.80468746e-02
-1.43900000e-07,2.75000000e-03,1.68750000e-02,,-1.43290625e-07,6.37499988e-03,,-1.43290625e-07,1.24218753e-02
-1.43100000e-07,9.96875000e-03,5.78125000e-03,,-1.42490625e-07,7.15625007e-03,,-1.42490625e-07,1.25781251e-02
-1.42300000e-07,-6.87500000e-04,3.59375000e-03,,-1.41690625e-07,8.71875044e-03,,-1.41690625e-07,8.90624989e-03
-1.41500000e-07,2.90625000e-03,1.32812500e-03,,-1.40890625e-07,5.75000001e-03,,-1.40890625e-07,-2.03124993e-03
-1.40700000e-07,8.15625000e-03,-4.92187500e-03,,-1.40090625e-07,8.12499970e-03,,-1.40090625e-07,6.95312489e-03
-1.39900000e-07,1.02500000e-02,1.37500000e-02,,-1.39290625e-07,-4.37500014e-04,,-1.39290625e-07,1.07812500e-02
-1.39100000e-07,-2.81250000e-04,4.60937500e-03,,-1.38490625e-07,8.37500021e-03,,-1.38490625e-07,1.73437502e-02
-1.38300000e-07,6.15625000e-03,5.70312500e-03,,-1.37690625e-07,3.18749994e-03,,-1.37690625e-07,1.64843742e-02
-1.37500000e-07,1.16562500e-02,8.90625000e-03,,-1.36890625e-07,8.84374976e-03,,-1.36890625e-07,2.03906242e-02
-1.36700000e-07,8.53125000e-03,1.67968750e-02,,-1.36090625e-07,2.31250003e-03,,-1.36090625e-07,1.42968753e-02
-1.35900000e-07,2.46875000e-03,1.18750000e-02,,-1.35290625e-07,8.40624981e-03,,-1.35290625e-07,1.04687503e-02
-1.35100000e-07,4.46875000e-03,4.84375000e-03,,-1.34490625e-07,3.59375007e-03,,-1.34490625e-07,4.60937480e-03
-1.34300000e-07,7.21875000e-03,1.10156250e-02,,-1.33690625e-07,7.09374994e-03,,-1.33690625e-07,9.45312530e-03
-1.33500000e-07,4.18750000e-03,1.61718750e-02,,-1.32890625e-07,5.28124999e-03,,-1.32890625e-07,1.40625006e-03
-1.32700000e-07,6.62500000e-03,2.25781250e-02,,-1.32090625e-07,8.34374968e-03,,-1.32090625e-07,3.12500005e-03
-1.31900000e-07,7.18750000e-03,7.73437500e-03,,-1.31290625e-07,6.59374986e-03,,-1.31290625e-07,7.73437507e-03
-1.31100000e-07,2.00000000e-03,1.03125000e-02,,-1.30490625e-07,8.75000004e-03,,-1.30490625e-07,9.14062466e-03
-1.30300000e-07,9.53125000e-03,9.37500000e-03,,-1.29690625e-07,3.78124998e-03,,-1.29690625e-07,9.76562500e-03
-1.29500000e-07,8.40625000e-03,5.78125000e-03,,-1.28890625e-07,3.90625000e-03,,-1.28890625e-07,1.17968749e-02
-1.28700000e-07,7.87500000e-03,9.68750000e-03,,-1.28090625e-07,9.06249974e-03,,-1.28090625e-07,1.10937497e-02
